image,precision,recall,f1,mean_iou,true_pos,false_pos,false_neg,model
img1002,0.0,0.0,0.0,0.0,0,3,0,RGB-augment
img1006,0.9411764705882353,0.7619047619047619,0.8421052631578947,0.8753115982241748,16,1,5,RGB-augment
img1007,0.9354838709677419,0.8529411764705882,0.8923076923076922,0.8335182408774021,29,2,5,RGB-augment
img1015,0.95,0.926829268292683,0.9382716049382716,0.8266153166172194,38,2,3,RGB-augment
img1016,0.9761904761904762,0.9534883720930233,0.9647058823529412,0.8329783864098785,41,1,2,RGB-augment
img1025,0.7777777777777778,0.4827586206896552,0.5957446808510638,0.8445337372829419,14,4,15,RGB-augment
img1038,0.16666666666666666,0.3333333333333333,0.2222222222222222,0.8867527415650154,1,5,2,RGB-augment
img1041,0.9047619047619048,0.9743589743589743,0.9382716049382716,0.888577830453196,38,4,1,RGB-augment
img1042,0.851063829787234,0.8888888888888888,0.8695652173913044,0.8762607123927608,40,7,5,RGB-augment
img1051,0.95,0.9047619047619048,0.9268292682926829,0.8750980610344233,19,1,2,RGB-augment
img1061,0.8181818181818182,0.7875,0.8025477707006369,0.8204294886565368,63,14,17,RGB-augment
img1062,0.9016393442622951,0.7857142857142857,0.8396946564885497,0.8643533012948108,55,6,15,RGB-augment
img107,1.0,1.0,1.0,0.8849031172686599,20,0,0,RGB-augment
img1075,0.95,0.95,0.9500000000000001,0.8288918951135621,38,2,2,RGB-augment
img1082,0.9253731343283582,0.9117647058823529,0.9185185185185185,0.8308029236005702,62,5,6,RGB-augment
img1086,0.9459459459459459,0.9722222222222222,0.9589041095890412,0.8727306035111054,35,2,1,RGB-augment
